Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","786.770000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","670.210000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","641.070000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","629.410000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","646.900000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","606.100000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","440.010000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","273.910000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","107.820000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","109.560000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","111.020000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2011","2011","7021","Annual value","","111.900000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2012","2012","7021","Annual value","","112.770000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2013","2013","7021","Annual value","","108.920000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2014","2014","7021","Annual value","","105.420000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2015","2015","7021","Annual value","","101.220000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2016","2016","7021","Annual value","","93.360000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2017","2017","7021","Annual value","","89.570000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2018","2018","7021","Annual value","","85.020000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2019","2019","7021","Annual value","","81.260000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2020","2020","7021","Annual value","","78.890000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2021","2021","7021","Annual value","","76.500000","I"
"2","'004","Afghanistan","44","'0115","Barley","5539","Producer Price Index (2014-2016 = 100)","2022","2022","7021","Annual value","","74.380000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1993","1993","7021","Annual value","LCU","19000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1994","1994","7021","Annual value","LCU","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1995","1995","7021","Annual value","LCU","22000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1996","1996","7021","Annual value","LCU","22000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1997","1997","7021","Annual value","LCU","18000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1998","1998","7021","Annual value","LCU","21000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","1999","1999","7021","Annual value","LCU","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2000","2000","7021","Annual value","LCU","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2001","2001","7021","Annual value","LCU","23000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2002","2002","7021","Annual value","LCU","25000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2003","2003","7021","Annual value","LCU","19000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2004","2004","7021","Annual value","LCU","18000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2005","2005","7021","Annual value","LCU","15200.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2016","2016","7021","Annual value","LCU","21100.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2017","2017","7021","Annual value","LCU","10000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5530","Producer Price (LCU/tonne)","2018","2018","7021","Annual value","LCU","12277.500000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1993","1993","7021","Annual value","SLC","19000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1994","1994","7021","Annual value","SLC","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1995","1995","7021","Annual value","SLC","22000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1996","1996","7021","Annual value","SLC","22000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1997","1997","7021","Annual value","SLC","18000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1998","1998","7021","Annual value","SLC","21000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","1999","1999","7021","Annual value","SLC","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2000","2000","7021","Annual value","SLC","20000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2001","2001","7021","Annual value","SLC","23000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2002","2002","7021","Annual value","SLC","25000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2003","2003","7021","Annual value","SLC","19000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2004","2004","7021","Annual value","SLC","18000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2005","2005","7021","Annual value","SLC","15200.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2016","2016","7021","Annual value","SLC","21100.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2017","2017","7021","Annual value","SLC","10000.000000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5531","Producer Price (SLC/tonne)","2018","2018","7021","Annual value","SLC","12277.500000","A"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1991","1991","7021","Annual value","","77.050000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1992","1992","7021","Annual value","","77.050000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1993","1993","7021","Annual value","","77.050000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1994","1994","7021","Annual value","","81.110000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1995","1995","7021","Annual value","","89.220000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1996","1996","7021","Annual value","","89.220000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1997","1997","7021","Annual value","","73.000000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1998","1998","7021","Annual value","","85.160000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","1999","1999","7021","Annual value","","81.110000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","81.110000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","93.270000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","101.380000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","77.050000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","73.000000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","61.640000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","61.980000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","72.740000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","70.540000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","74.890000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","104.220000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2011","2011","7021","Annual value","","115.360000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2012","2012","7021","Annual value","","117.020000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2013","2013","7021","Annual value","","113.030000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2014","2014","7021","Annual value","","109.400000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2015","2015","7021","Annual value","","105.040000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2016","2016","7021","Annual value","","85.570000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2017","2017","7021","Annual value","","40.550000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2018","2018","7021","Annual value","","49.790000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2019","2019","7021","Annual value","","66.350000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2020","2020","7021","Annual value","","74.880000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2021","2021","7021","Annual value","","81.030000","I"
"2","'004","Afghanistan","568","'01229","Cantaloupes and other melons","5539","Producer Price Index (2014-2016 = 100)","2022","2022","7021","Annual value","","87.360000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5530","Producer Price (LCU/tonne)","2016","2016","7021","Annual value","LCU","54500.000000","A"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5530","Producer Price (LCU/tonne)","2017","2017","7021","Annual value","LCU","100000.000000","A"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5531","Producer Price (SLC/tonne)","2016","2016","7021","Annual value","SLC","54500.000000","A"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5531","Producer Price (SLC/tonne)","2017","2017","7021","Annual value","SLC","100000.000000","A"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1991","1991","7021","Annual value","","152.850000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1992","1992","7021","Annual value","","152.850000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1993","1993","7021","Annual value","","152.850000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1994","1994","7021","Annual value","","143.450000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1995","1995","7021","Annual value","","141.960000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1996","1996","7021","Annual value","","140.340000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1997","1997","7021","Annual value","","138.600000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1998","1998","7021","Annual value","","136.760000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","1999","1999","7021","Annual value","","134.880000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","133.570000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","132.230000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","130.880000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","129.530000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","128.240000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","127.390000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","114.340000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","113.460000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","112.580000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","111.710000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","110.840000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2011","2011","7021","Annual value","","109.980000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2012","2012","7021","Annual value","","109.120000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2013","2013","7021","Annual value","","110.250000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2014","2014","7021","Annual value","","112.450000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2015","2015","7021","Annual value","","114.310000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2016","2016","7021","Annual value","","73.240000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2017","2017","7021","Annual value","","134.390000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2018","2018","7021","Annual value","","103.440000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2019","2019","7021","Annual value","","104.320000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2020","2020","7021","Annual value","","102.860000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2021","2021","7021","Annual value","","103.560000","I"
"2","'004","Afghanistan","767","'01921.02","Cotton lint, ginned","5539","Producer Price Index (2014-2016 = 100)","2022","2022","7021","Annual value","","101.360000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1991","1991","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1992","1992","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1993","1993","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1994","1994","7021","Annual value","","10.750000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1995","1995","7021","Annual value","","19.960000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1996","1996","7021","Annual value","","27.020000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1997","1997","7021","Annual value","","33.770000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1998","1998","7021","Annual value","","41.140000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","1999","1999","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2000","2000","7021","Annual value","","52.200000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2001","2001","7021","Annual value","","50.350000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2002","2002","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2003","2003","7021","Annual value","","50.970000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2004","2004","7021","Annual value","","54.680000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2005","2005","7021","Annual value","","59.400000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2006","2006","7021","Annual value","","59.720000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2007","2007","7021","Annual value","","70.090000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2008","2008","7021","Annual value","","67.980000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2009","2009","7021","Annual value","","72.160000","I"
"2","'004","Afghanistan","329","'0143","Cotton seed","5539","Producer Price Index (2014-2016 = 100)","2010","2010","7021","Annual value","","100.430000","I"